"X5uM_10h" "X5uM_10h.1" "X5uM_10h.2" "X5uM_10h.3" "X5uM_10h.4" "X5uM_10h.5" "X10uM_10h" "X10uM_10h.1" "X10uM_10h.2" "X10uM_10h.3" "X10uM_10h.4" "X10uM_10h.5" "UT_24h" "UT_24h.1" "UT_24h.2" "UT_24h.3" "UT_24h.4" "UT_24h.5" "Veh_24h" "Veh_24h.1" "Veh_24h.2" "Veh_24h.3" "Veh_24h.4" "Veh_24h.5" "X5uM_24h" "X5uM_24h.1" "X5uM_24h.2" "X5uM_24h.3" "X5uM_24h.4" "X5uM_24h.5" "X10uM_24h" "X10uM_24h.1" "X10uM_24h.2" "X10uM_24h.3" "X10uM_24h.4" "X10uM_24h.5" "UT_48h" "UT_48h.1" "UT_48h.2" "UT_48h.3" "UT_48h.4" "UT_48h.5" "Veh_48h" "Veh_48h.1" "Veh_48h.2" "Veh_48h.3" "Veh_48h.4" "Veh_48h.5" "X5uM_48h" "X5uM_48h.1" "X5uM_48h.2" "X5uM_48h.3" "X5uM_48h.4" "X5uM_48h.5"
"lactose" 5.66377628448786 5.37102165827341 5.48896929868115 5.59494032198922 5.69977097288289 5.58053838416289 5.63117884977193 5.66860487265155 5.59975210926969 5.60122643222848 5.63965678696791 5.49914662707116 5.65915337697117 5.58333595760606 5.59706192669383 5.68240864292662 5.74620747793976 5.65414572609863 5.37862316684972 5.29180159706806 5.64807103583552 5.65733986891291 5.75072587332735 5.70613548873529 5.62166017771224 5.71058696189122 5.72279181909323 5.52305156009627 5.56402065168772 5.69536257941659 5.54675729009425 5.5614365201018 5.53443100479419 5.57963042365953 5.75389315850044 5.60512288445083 5.76615695444179 5.69577840136968 5.64564230853832 5.74556348836671 5.73542323037659 5.65600615634261 5.60778410444517 5.48753994752415 5.75030547098757 5.79145624917319 5.8212979652862 5.62489957209302 5.71961630279368 5.5978903552412 5.71657506661162 5.71286427088604 5.58876344197023 5.63369463379862
"leucine" 8.99359588748044 8.99223968745424 9.01595481726774 8.98945178266679 8.9850913982663 9.01581330425073 9.02210820332381 9.00846152964839 9.00588697587578 8.97990059125075 8.97477726894726 9.01248046763032 8.96360479596981 8.97242987892257 9.01726774159888 8.98359927073217 8.99124249703134 8.97987689389177 8.97318672146093 8.99402795620284 8.99386211520163 8.95497607499637 8.97347624346163 8.98938280299386 9.02626281465304 9.00709998644666 9.01057955226603 8.97987500154077 8.98602725484771 9.01914222266391 8.96292720806471 9.00075000744079 9.00035351770964 8.96130148381324 8.99956078616938 9.02386054327858 8.93835285999955 8.93839338114281 8.947166639845 8.95377236772978 8.96211562223125 8.96438769093428 8.93401811052674 8.9465435319388 8.99766002428422 8.96389962678914 8.98332543288517 8.95356230037748 8.93392902709743 8.94301635869122 9.00081828716389 8.9392431972149 8.94534112611181 8.95914461805502
"leucylglutamine*" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.60749791437878 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"lysine" 8.65879194381005 8.62472246373317 8.61132414285025 8.60988400734184 8.58984298178293 8.6328837886673 8.61135726759505 8.60435156117719 8.60724043516858 8.57867437379265 8.60011015525609 8.61149242709412 8.55944968400891 8.56366486461021 8.57262937019835 8.57626813373495 8.60839275532242 8.57299833266888 8.59576184943555 8.60335849956684 8.59194794056249 8.59464775654649 8.58975695961004 8.59626684471469 8.63828339851419 8.64624360968647 8.61851623770968 8.59442893676129 8.62854442255417 8.61702343574189 8.55278580275853 8.57740535514338 8.58563219347091 8.54103538651017 8.58639042789365 8.61220048512001 8.53353991181872 8.56279965326609 8.55351598737354 8.50160538993402 8.57449308363387 8.55895216780105 8.55180938650522 8.56075904379509 8.58457996766666 8.57772802854267 8.59021371494895 8.54850007234303 8.54889870469887 8.55813728726701 8.60013200204156 8.56188187744634 8.56670894451686 8.59404950572916
"malate" 8.19934951473252 8.31443532745986 8.22308297542388 8.27768789812746 8.25739742577223 8.2360995623612 8.16193981609807 8.30524124248407 8.25801528406979 8.19460029315852 8.30546958465381 8.29046190721364 8.3262955106387 8.31090158782902 8.33291152256231 8.35933506897051 8.37597512633249 8.25451984825863 8.32613813818924 8.33614881983658 8.29403173204155 8.27443581963928 8.3477070183375 8.33140176856849 8.26123625345923 8.39430654618306 8.29452674980853 8.21342514013165 8.30543980171887 8.34202066976871 8.1369465697144 8.34030943490684 8.2399416098232 8.27286223851725 8.33857846142903 8.29475987747684 8.33800133768492 8.40617588794629 8.38755496923125 8.4631699123903 8.4207284021811 8.36950701177712 8.40180299349083 8.39251053586732 8.4032040075524 8.48928652090593 8.45716512824916 8.38480082058465 8.33880117863584 8.41461708040598 8.35625730699168 8.41853546871393 8.35507624407786 8.32942743072205
"malonylcarnitine" 4.71884201578826 NA 4.93721689086271 4.69229158359443 NA 4.56101785744784 4.94385051122064 NA 5.0024727684372 4.66021069820407 4.98056690649629 4.58870858341341 4.57814619507236 NA NA 4.72369368884136 4.58322145193954 4.96792688257186 4.83741796944931 NA 4.68552677680185 4.59588184516204 4.77312060152207 4.453119497764 4.95275855029047 4.84120299613073 4.90940089636512 4.77638878632826 4.87633332908638 4.85082383694506 4.77004155431967 4.80222623769107 4.88262698066427 4.70800425357726 4.85565239155458 NA 4.54797150814724 4.8500393917493 NA 4.84124681462459 4.90726083660437 4.89944840320859 NA 4.79073541429779 4.88272370992898 4.77369869985878 4.73231332747124 4.8991800751149 4.41167020238581 4.64310707749412 4.6555513946674 NA 4.72819139858995 4.61501315296702
"maltol" 6.91772265501298 6.92142139695168 7.07751717517109 7.10382444348959 7.14896160134149 7.15714872387583 7.0292385691729 7.03753999732651 7.1033418238013 7.10865224592906 7.16463918750866 7.04548915266308 7.29643218800141 7.40546028989377 7.33147916579904 7.33697121955907 7.27087849584452 7.40411051033224 7.36751775410092 7.34727274322572 7.22536966514155 7.314093626942 7.3065536025761 7.27449018835817 7.39665872366234 7.39753467494249 7.422731889673 7.36726032844183 7.36099026897425 7.39023663803432 7.32898605028934 7.36810859227895 7.36898595456622 7.37286430156675 7.36136219501055 7.33798847847068 7.45549578320695 7.54192035559156 7.50289631419613 7.61600060774198 7.56286142978943 7.55697422063049 7.50536245919481 7.57216975431122 7.60793953272384 7.57031662751048 7.6317994606731 7.56863228374324 7.48415839294498 7.46774960186392 7.49198436176211 7.5124856903852 7.495699157437 7.46742582642204
"maltose" 6.04287701208854 6.16075776435028 6.09452737714018 6.26779384960855 6.06603057926764 6.11549568301141 6.07595223540488 6.13755823244722 6.12852204295673 5.96342702426943 6.09527677806421 6.14106485245232 6.18240951620137 5.99224900733961 6.09869390036868 6.16814436524906 6.04431432343769 5.91886612587984 6.19520283942542 6.07811845860689 6.01995041485319 6.15814740275409 6.02448320477452 6.07643653586773 5.33426269998715 6.10013644556427 6.06884422803072 5.89534463126192 5.98079030013697 6.017340994756 5.84327950741483 6.10692079613211 5.92464776299301 6.04127935899521 6.02061068170894 6.08586153017636 5.48109132424937 5.92069296405516 5.95124666693567 6.04253338028818 5.91090281896935 5.89973461958618 5.98481389812903 5.89977674259212 5.9397972119554 6.00445680094416 5.94867747227969 5.88708423124997 5.95427725160821 5.82574409445146 5.88289094382676 5.79573198455842 5.88006092525956 5.89818197391154
"mannitol/sorbitol" 8.14447651616657 8.16043673971944 8.08532275122936 8.11680882757071 8.10165168360709 8.08289326294066 8.0967125691305 8.13874804640945 8.11508416738747 8.10381077903885 8.13090925508494 8.11356806667718 8.13577527514913 8.11802817791606 8.13797358357946 8.13372484878513 8.16213479813196 8.08127314731036 8.13359520972289 8.16491044116789 8.10540814934672 8.09295758274676 8.15840712562337 8.12550190314428 8.12077976432632 8.16650381035367 8.11932571399307 8.09439355664991 8.13169337966664 8.15107694445551 8.0708573956906 8.1438934477659 8.08648841975937 8.12210130119231 8.15559762868424 8.11421002077152 8.10239028778468 8.10477040287432 8.11411671478364 8.14878127102783 8.1183612722843 8.08144144515418 8.1373650508957 8.14620372040704 8.12947560457994 8.14227255382875 8.1707325639367 8.10304844544301 8.1139425238058 8.13746496260098 8.13428861957207 8.14591073481539 8.11037702226271 8.07111555980102
"mannose" 5.84443803156053 6.10562904597299 6.30526858760923 5.87374190141776 6.0343536774546 NA 6.42262250098231 6.09194256799727 6.16620713654062 6.46010411719814 6.02589422236983 6.06787432005584 6.44754500139933 6.71503186026518 6.15565025578702 6.43567367126928 6.16288269283102 6.16036857486069 6.43925893646812 NA 6.19906205635332 6.45490977075365 6.15957832113526 6.09684017284007 6.43449353462863 NA 6.11297345933315 6.29000298466408 6.23715777847989 6.3077148415321 6.2968083960911 NA 6.17311805841929 6.23161407635307 6.22213303257902 NA 6.05345223702892 6.21706682126021 6.32980757054702 6.05954145650908 6.18061697549387 6.17140756153017 6.02473804341595 6.27273157832777 6.32388914812922 6.53671067145424 6.30753326155924 6.27520028997524 6.30674296483214 6.18990391763512 6.31409800974376 5.99334848092068 6.2062765913824 6.03250312160093
"methionine" 8.79516744027967 8.79591795009441 8.80675858976753 8.7892576122767 8.76294399779127 8.80796766745326 8.80093445697638 8.78578802593623 8.80962542616208 8.7657495479691 8.75238923140586 8.7905975522272 8.71072966606822 8.67428514705742 8.73637844800086 8.74040417763842 8.73305518502626 8.70798009282355 8.72281134164641 8.74719635682081 8.71629765545795 8.69513895299692 8.72816229306301 8.7365752195145 8.75817130825645 8.77356655735446 8.75783449946816 8.71703501655677 8.70430984107143 8.70866106060987 8.68880385326528 8.72113475920466 8.73167642097768 8.69824581763244 8.69961703086765 8.71546670530631 8.65706702575204 8.670315097108 8.67588534451539 8.66794721059845 8.69262509584155 8.68728864338601 8.65799865971085 8.68961120044419 8.71131916883339 8.69081690762896 8.69647770160776 8.66107928789761 8.64745414162684 8.71326678264052 8.73437696808118 8.67773563080343 8.63902654708536 8.68565940647391
"methionine sulfone" 6.56477929739636 6.45879326087513 6.57808642197985 6.56428165597916 6.55421977755394 6.4414261510376 6.58122226872778 6.42538307145683 6.58223045455671 6.46988237135613 6.56855394661297 6.48409374976222 6.54312385519368 6.53241598145754 6.50708627317725 6.36913251684051 6.54358856682726 6.57666620075987 6.54018990240958 6.37931857358887 6.43910901406108 6.39139793130659 6.50599900788249 6.58575042572943 6.5989466934154 6.4779337829594 6.59893477358501 6.53807468712095 6.59961990592427 6.58359807323804 6.53090654865865 6.39314877123605 6.57406021972812 6.54843597790257 6.55327228021058 6.52601964314114 6.47345295508068 6.55400674655376 6.47222502749327 6.56598622798181 6.59073118589499 6.60516406614403 6.44317752867739 6.42915063198089 6.61948673176799 6.57887428414024 6.61110147151936 6.59954991246933 6.4153166389701 6.52603982119037 6.50125485618512 6.37017192251006 6.5708767046657 6.43420854561814
"methionine sulfoxide" 7.61970229381068 7.5504701204892 7.55512241672627 7.60369069838053 7.57009781684589 7.58890657897546 7.61878717040426 7.53461406261775 7.55292993043957 7.51625548438213 7.84305807807396 7.83699400766207 7.84564138703867 7.789890952676 7.81660030978437 7.84129668721032 7.84192506155666 7.81423310124476 7.83009849259358 7.81759358125911 7.77384048715416 7.73565209751391 7.84270677020066 7.84602321786428 7.87583123888368 7.86246861402631 7.86693743132482 7.82815164223478 7.99601078898648 7.96788648164101 7.80631645672024 7.772228822329 7.8334366980537 7.80819592432593 7.97019958171705 7.96225986261452 7.73111198825662 7.84010574300443 7.79013481721879 7.82855699392562 7.85731111896564 7.86268758806985 7.72833345494025 7.79229868448324 7.8709355495076 7.86339353133511 7.83896861227169 7.82534065266903 7.70064723788745 7.84311093423988 7.84053876752948 7.7885210673981 7.97328143732214 7.92175079831462
"methylmalonate (MMA)" 6.59922414710305 6.61268883116589 6.51660266119173 6.55490871470906 6.53492791748669 6.46080902120414 6.5529035472495 6.56122795488601 6.52044619360105 6.54794654373628 6.58954559775378 6.55002167758151 6.55196706164754 6.51910707045618 6.53760781292234 6.58470372090856 6.62238086779073 6.46117966702142 6.5831003378503 6.59123539593643 6.56056438789853 6.51852578411134 6.62970942383847 6.59786974599488 6.5809511921365 6.62675352057566 6.53400604169554 6.52082310601144 6.58835441105156 6.55242460226541 6.52896411031222 6.55353751594844 6.47854326526772 6.55122876863099 6.59806330281675 6.49154069834132 6.54100367211746 6.54516406030854 6.52962038079234 6.61393310922342 6.60150178147888 6.49429209883393 6.6206244396676 6.60644435474201 6.56125407574236 6.64143543872578 6.61093215062222 6.54659262914498 6.55253085028105 6.62180918381924 6.60804344194586 6.59355165879483 6.57205531411493 6.49147851734546
"methylsuccinate" 7.14229730956592 7.10535943287662 7.05066371443126 7.0916916782703 7.06045721232572 7.04417727900137 7.07902610282753 7.11929670972072 7.08362608237719 7.10650971628392 7.07955117972842 7.08668496702566 7.00886458510869 7.05779606857188 7.13293411558735 7.08352014175416 7.09090263043231 7.03917759234037 7.0537181529235 7.09275909102367 7.08981485354921 7.0552322294068 7.08551273600406 7.11581466528708 7.14613942024865 7.12176883299277 7.11082894402163 7.09163516677939 7.10115301751584 7.08721422943114 7.05046235330531 7.10069473177104 7.03129048172609 7.05192622816674 7.09577234033969 7.07495076601646 7.04514417698589 7.07782169665221 7.06444301329692 7.07757213920285 7.06547794420988 7.06766822327825 7.07677235014142 7.09499678538424 7.07007441972838 7.09040503903025 7.11634791966592 7.04401009213519 7.0532597716114 7.09411603599639 7.11813991051019 7.06610663517104 7.05114468577403 7.03591711526941
"myo-inositol" 8.10796531052799 8.07828622790296 8.09829886638964 8.12380694225437 8.0801865446094 8.11624982820282 8.09604233672684 8.10889090641484 8.14205581985296 8.05505484504543 8.08008104003893 8.14267187845559 8.1012175717065 8.09999540087503 8.1631717788301 8.14629298661844 8.13957389046324 8.12518765497254 8.11491145741032 8.13391019912714 8.12379659636774 8.11184622712293 8.13785340218578 8.12604865929673 8.06562619631413 8.13018030353459 8.14778936828174 8.06428738281947 8.08060080363157 8.17621159406966 8.01560215486185 8.12207706540759 8.13509716822719 8.09962915793612 8.11019531307974 8.13929318687412 8.08372126000647 8.06778449216533 8.11478149306219 8.14438159343697 8.09602027862324 8.09937455243883 8.10796005382613 8.10818619706521 8.14001436379685 8.16573136517832 8.13086057297882 8.11762235541002 8.11763025244857 8.09918159939168 8.17574910872249 8.14558107595308 8.04296888456945 8.11025766121136
"N-acetylalanine" 5.69241064389228 NA 5.53561181114943 5.68732202009168 5.53194489486622 NA 5.66295133284765 5.85870739321682 5.53892293905264 5.82947874217154 5.52880232957171 5.6458524204702 5.65730449656789 5.71010974584354 5.72380526560012 5.71548104112819 5.9417642833747 5.67704912839222 5.74731701413075 5.69038571009012 5.62960121729946 5.85417543011567 5.82638647538363 5.73299010299498 5.90214382370795 5.74492791897522 NA 5.77806148691484 5.8633192905621 5.81348224372838 5.81395041533665 5.75877870851366 5.83325487499918 5.70331545714518 5.69247324769495 5.84482062338193 6.03307255881963 5.8366784971886 6.04071070244833 6.02073160111907 5.97653429720432 5.96626050190693 6.04461148361235 5.88394008899468 6.09475159997861 6.12301686317797 6.01545699965621 5.86119078206481 5.84996884483333 6.16337846794925 5.85207723058853 5.9671481289683 5.73560448801034 5.89674000529101
"N-acetylarginine" 5.98687783243129 5.91112030577144 5.95402917020284 6.0354673620675 6.13614704671855 5.94877570445907 6.08240079563856 5.86727946895687 6.08196877551629 5.97385860884893 6.12454660886411 5.86729243839132 6.18142652219 6.20137172144746 6.01447265452157 6.16978872250626 6.07490965041711 6.30422827778358 6.31478249009528 6.05894428700889 6.0375408338212 6.14674770386271 6.13191397398218 6.0218253846502 6.24608082696737 6.05008187429464 6.3316028010614 6.31011974999646 6.33043569046159 6.25684806286291 6.28739029852679 6.05871634285232 6.23917780956765 6.2115914392956 6.20361264763382 5.98647882253009 6.04937968971792 6.28750030557213 6.16459194938488 6.40990709867988 6.26878009640943 6.33698277363329 6.22224212906254 6.25155889667719 6.2603583570339 6.2957355075965 6.32879249659641 6.41632440565395 6.07697158979456 6.12939306584772 6.09584451182375 6.09326615187158 6.34089562563833 6.2419108959674
"N-acetylasparagine" 5.69812665472725 5.61728662933228 5.74145022140379 5.73055053630977 5.83769889153504 5.58620684912445 5.70457259010441 5.47911586956038 5.80884742655073 5.56347871219404 5.84887236205995 5.63580532734194 5.58674366753812 5.7934662884862 5.76814804130321 5.60986429219147 5.75691363336486 5.97597192785992 5.89137854037547 5.57093619522296 5.76189703097188 5.54394766605496 5.80525951640065 5.68293439539503 5.90620247015535 5.72746805516049 5.87375990649966 5.92446898995084 5.88981582689064 5.79023307372685 5.90454406516392 5.65605122280616 5.92863956236969 5.73952487797844 5.75910705407456 5.67945878675283 5.74157307765482 5.78829072026603 5.55484638228861 5.89893021668758 5.8181202772511 5.92957984032525 5.62063151367073 5.67296189070552 5.83543626042441 5.72819870714912 5.89672127551482 5.93223067439399 5.52139439877044 5.77501520608921 5.82553062150381 5.60287786582159 5.87893119502184 5.70772938822086
"N-acetylaspartate (NAA)" 6.00698816527403 6.01186931463906 5.98090422296831 5.9589845962521 5.9303906574201 6.01612119886313 5.95933193834096 6.00353377004291 5.95226389938879 5.9612231245815 6.0195976955971 5.98701209674605 6.08109335495434 6.07407663290074 6.06179201588129 6.07173991824282 6.09831762301579 6.00610262322655 6.07278719299929 6.05529383452843 6.07170530920296 6.00667650640204 6.09500188030969 6.0757505576295 6.07403305398415 6.08492857480699 6.0517913338748 6.02322528965037 6.07672416379049 6.04233526500938 5.97954473280638 6.06274476714623 5.9886650651541 6.02520219581323 6.06715941778333 6.06269364559623 6.15496049893647 6.15216476696439 6.20230954929348 6.21082850959636 6.18049575715985 6.13816275383551 6.16444773578918 6.18192900983947 6.16034575879615 6.25611446100577 6.21747262608902 6.16457946267861 6.17352948772109 6.17481284304136 6.21032092810688 6.1982407343754 6.16381620041092 6.07089968610566
"N-acetylglucosamine/N-acetylgalactosamine" 6.22602166391314 6.22178316619792 6.32446395657568 6.28106428973298 6.33972564597633 6.17911382914563 6.31131744071027 6.2602682076365 6.27952002547871 6.27001512780912 6.32437136336058 6.24789670601033 6.18618985543449 6.24794946539056 6.22553748487149 6.22803392861417 6.22618783881258 6.35575027018979 6.35447493661734 6.17623542089413 6.19275947050791 6.22427816028384 6.27147334523054 6.25255134630965 6.37423770409436 6.2145349654466 6.39393214312176 6.37132429750252 6.35533809449408 6.33850549838216 NA 6.19280181990715 6.32242088466362 6.26725810920074 6.34210790067937 6.23024756644197 6.20813003633589 6.30114528554487 6.22291848811461 6.3295910821682 6.32845401841787 6.35631541784182 6.15296556016603 6.18141794226811 6.34094296941667 6.28436801042388 6.3585308308704 6.32937407896445 6.20859612689051 6.22619712621641 6.25388706969951 6.18613893496245 6.32045932244583 6.1993417976353
"N-acetylglutamate" 5.15004072241672 5.18545149031358 5.1948777206629 5.18197785561268 5.25729449836226 5.34646055660432 5.12762952382649 5.37773778070082 5.28747700701672 5.36731118452639 5.2658998498853 5.16963917191159 5.50952106737518 5.58886418453577 5.60307938604023 5.575209790105 5.72746805516049 5.58077904645337 5.48647723561277 5.55675345027636 5.65344600491917 5.54767750112782 5.70729247948917 5.69196598547882 5.58326340306414 5.60807010604309 5.57502379847963 5.53648773771462 5.55492989359229 5.6910496485903 5.47969477150936 5.61092938478325 5.56174399789059 5.45954627315701 5.60345509065905 5.63187075058324 5.82775557158662 5.85347796742037 5.87783706985409 5.87477627272441 5.89804908640718 5.92117646524864 5.77698432720081 5.73861409987037 5.9485914397838 5.87596481346213 5.96419926802861 5.96846753783116 5.84211351165069 5.80934823917533 5.9300683488329 5.81744372362885 5.73237767454428 5.81351560598286
"N-acetylglutamine" 5.71713437596247 5.66920340979778 5.79408353923563 5.75476178904434 5.70207709755191 5.73757904057552 5.79254296574213 5.61708740109464 5.68957876607841 5.52000115221654 5.69886228594687 5.57064566406126 5.92393947282639 6.02017932155916 5.92699802439668 5.99584264129725 5.97443661731912 6.04253298651047 5.95717708900545 5.83505991130413 5.77622450579581 5.77560171106385 5.78624942265257 5.74972472392464 5.935589884758 5.910988653977 5.92177696574405 5.79927919240701 5.89877288556025 5.91314282594078 5.92518776851655 5.69537834413997 5.79164153378135 5.90502911921891 5.85979494883716 5.79706246663612 5.95505051016934 6.01328435992922 5.92843170055749 6.08661677155133 6.0036703042695 6.11002745697216 5.76694274967019 5.8147661746508 5.81675750515106 5.92773161147099 5.77724044904618 5.79226838840176 5.76444589421649 5.66299945877281 5.73795397885894 5.82541767848065 5.86488825505637 5.79273688643342
"N-acetylglycine" 5.12969633568981 5.34127819000112 5.41022199360653 5.53312101835364 5.55225562290495 5.49068029789648 5.5298728935845 5.47851599329925 5.38850793999963 NA NA NA 5.51633172996271 5.88261218487707 5.78008461777672 5.8962671066982 5.44920987128617 5.8627287197964 5.53398419842634 NA NA NA NA NA NA 5.07890248430945 5.32650381027798 5.29928933408768 5.43120771181181 5.32721584910636 NA NA 5.48760071657238 5.45049698583477 NA 5.19328047096225 5.41219501742165 5.90484803085702 5.64647136501714 5.86989029136431 5.80838452095286 5.67278571587098 NA 4.63756977641752 5.46257467488388 5.233387053387 5.02890050849646 5.40372776540275 NA NA NA NA NA NA
"N-acetylhistidine" 4.55135239273999 4.72327502050576 NA 4.8875104012329 4.96391054540284 NA 4.7845031772852 4.80848105656595 4.74784666150212 4.70841240113801 4.81667868937161 NA NA NA 4.85751944409041 NA NA 4.9193605535375 4.95477780926659 NA 4.80454149694063 NA NA NA 5.14288980543904 4.70300748895858 4.94109383219379 5.02549838712062 NA 5.0491831226042 4.95713778464565 NA 4.96713594985643 4.92561114623075 4.94904340873393 NA 4.65101619511597 5.05247462362057 4.86328716321657 5.03085463830594 4.98373000031695 5.02913205747999 NA 4.87207465269319 5.06303672124567 4.98656573133213 5.09859873680751 5.21601275017886 NA 4.84317669628006 4.8983740946812 4.90330165396224 4.95132294491106 4.97140574646263
"N-acetylisoleucine" NA 5.12930310771605 5.22410036544037 5.35158374424173 5.17421976618395 5.18280254781287 5.28758452838436 NA 5.39238562662405 NA NA 5.36050631875524 5.63385813574933 5.33274740607445 5.71534472129917 5.29971208574045 NA 5.36607538259205 NA 5.32435860452571 5.44020514363713 NA NA NA 5.42935655274584 NA 5.4994410043325 5.37065369904791 5.41278971363592 5.36799291593293 5.36270107493413 5.34159673641069 5.49299353279762 5.31471179709001 5.29216964701911 5.46330009336434 5.12828292425618 NA 5.40504568266297 5.37345085617997 5.44794525171094 5.26558424257514 5.62620687574372 5.3701113618749 5.4184106799691 5.4320259602657 5.32386236558031 5.48306497386655 5.46100903195321 5.47270819169375 5.32137470187008 5.53788706628153 5.54153306650368 NA
"N-acetylleucine" 5.00034729668536 4.90614641143118 4.82982461376721 5.01600903473436 5.07125219189393 4.93238243146802 4.95761686345907 4.90989819548452 4.96077035165106 5.03610167408223 4.94107393643907 4.88093357812719 4.94477374929353 5.09175134670442 4.92421723956104 5.02534273775924 5.06606116735277 4.93482152693777 5.1437078683468 4.96915488445162 4.97560641034101 4.95216257421446 5.01885022956995 5.01843834530397 4.97974408178309 5.04344873528451 4.93782870753405 4.91555811541152 4.97932980676697 5.00737219408638 5.06925728352805 4.89551094304397 4.94441357434967 4.91033086349114 4.97648753730519 4.8756630679185 5.12481060083518 5.01747576017144 4.96669070945266 4.91649079621548 5.07705524610925 4.93067910430535 5.05318604294504 4.94958027377813 5.03628547537641 4.81543827357376 5.08984155149852 5.01469271036792 4.97988511824456 5.10767116256952 5.05677149483889 4.89375066882605 5.1238744979699 5.07333336186105
"N-acetylmethionine" 4.57952065458464 4.62873622673567 4.65862184318742 4.6387886671574 4.5650682216571 4.62245235309847 4.69399939642252 4.58537047712208 4.51856657844312 4.60471193172762 4.44906164685814 4.431588895528 4.66205862147765 4.58965923032897 4.68618028884846 4.66621836379108 4.74856786852143 4.4720539914497 4.74394854103382 4.6673315202531 4.66637756093349 4.68436953066581 4.66503660936965 4.68088822968024 4.63858908329272 4.64127575723191 4.65737141479018 4.64845759428252 4.66478295737262 4.73240180223891 4.77130814927073 4.54336018821174 4.43359384102147 4.57503766395699 4.65329936398699 4.48499699848725 4.80736587734348 4.80806911174625 4.73102437981569 4.77594523169675 4.87684111393387 4.79912679639988 4.8125992147371 4.83250891270624 4.83343399587031 4.92952620874599 4.97762302018273 4.86798573909227 4.74126193189077 4.76720782983438 4.79719134213206 4.78515893142809 4.76179256994036 4.83620381340237
"N-acetylneuraminate" 6.86871695187941 6.86691728849572 6.84498008202365 6.82859204077621 6.85163198704171 6.84065169490557 6.80135012314271 6.77932017188228 6.83096794937954 6.80569933770837 6.84890944812179 6.83948269825981 6.74558073103507 6.78551312555518 6.78237550620872 6.77445141516087 6.77344077281736 6.84001489559252 6.85803680908807 6.80794295148022 6.79381852215168 6.86250931350625 6.79167640617271 6.76331056842275 6.91667824977866 6.89698248295923 6.86162962262288 6.85633778889731 6.86527084674634 6.85473641779639 6.79721420314547 6.77881326179487 6.84444791114012 6.75780575781719 6.80476540136029 6.82853435826664 6.73949180660353 6.81658515158549 6.74001226992027 6.8008835488304 6.79456109679398 6.81777763942253 6.78811638000903 6.8302830796134 6.81034867287301 6.8566717457918 6.91532727083778 6.83645609331828 6.85524492449966 6.76911430624993 6.75388917837751 6.81315442338447 6.80589202273321 6.84423877647183
"N-acetylphenylalanine" 5.58499911688616 5.70502594748964 5.76896351519976 5.65414283700721 5.77664743853643 5.63489222111261 5.68327313687379 5.70631060041941 5.77681373736999 5.64799290142697 5.80246311078381 5.74134466327906 5.6422804749322 5.73075805782675 5.77989721900609 5.69889964293052 5.62895059485153 5.80953884106553 5.80292758190706 5.72544443288408 5.67310941672963 5.68775541304527 5.52776905900163 5.74569922660251 5.82239432447906 5.75152544232341 5.83489479867164 5.82875782727537 5.77450017755015 5.8007899127048 5.72812074284287 5.77150517023571 5.8281589448 5.78752848268474 5.74860583440746 5.68941098180991 5.64020407574282 5.70609191339512 5.69227041390171 5.7980889446593 5.71208879669214 5.82608452560278 5.62935964216943 5.49688815298757 5.67788240512515 5.71969332437764 5.76299647991106 5.80201184518394 5.5943207145585 5.64847515694847 5.68758513941337 5.63154015545615 5.77605798113891 5.62272057707906
"N-acetylserine" 5.96075656626763 5.89444622073347 6.03992941410856 5.95740805007119 6.13265345065659 5.97381709538542 5.93311255989312 5.82328638553333 6.0576870195152 6.00044882848993 6.00808851001096 5.82789501973915 5.7582667812761 6.11871697709119 6.0164826055128 5.90231135943455 5.89940624834284 6.11626927414892 6.10404439702297 5.87062977331307 5.9588423348424 5.73276998536642 5.91127376031924 5.74804530679969 6.07156684545689 5.96312029491577 6.01217346995165 6.07257117872668 6.06143777616054 6.10338427040526 6.10939763755756 6.04973808900933 6.06395301562367 5.98261174924506 5.95453483598491 5.92132849013339 6.04640267668656 6.11187218187903 5.86509034717892 6.15053693524259 6.05962134521111 6.1633236085439 5.85815085256615 5.90307967237551 6.08126411407735 6.00099166414487 6.15376762272629 6.20475033770628 5.78182284657016 5.85968577581423 5.8613061521337 5.82772522276927 6.09492754430734 5.89337166479039
